,Raw,post_date,Country,Job_type,Website,Total
3566,0,7/6/21,Spain,Administrative Assistant,Indeed,0
3567,0,7/6/21,Spain,Agribusiness Management,Indeed,0
3568,0,7/6/21,Spain,Commercial Fundamentals,Indeed,0
3569,0,7/6/21,Spain,Community Health,Indeed,0
3570,0,7/6/21,Spain,Construction Field,Indeed,0
3571,0,7/6/21,Spain,Entrepreneurship,Indeed,0
3572,0,7/6/21,Spain,Family History Research,Indeed,0
3573,0,7/6/21,Spain,Fundamentals of Medical Coding,Indeed,0
3574,0,7/6/21,Spain,Social Media Marketing,Indeed,0
3575,0,7/6/21,Spain,Computer Programming,Indeed,0
3597,0,7/6/21,Uruguay,Hospital Administration,Indeed,0
3598,0,7/6/21,Uruguay,Public Health,Indeed,0
3599,0,7/6/21,Uruguay,Accounting,Indeed,0
3600,0,7/6/21,Uruguay,Auto Service,Indeed,0
3601,0,7/6/21,Uruguay,Communication,Indeed,0
3602,0,7/6/21,Uruguay,Computer Support,Indeed,0
3603,0,7/6/21,Uruguay,Database,Indeed,0
3604,0,7/6/21,Uruguay,Tourism Management,Indeed,0
3605,0,7/6/21,Uruguay,Marriage Family,Indeed,0
3606,0,7/6/21,Uruguay,Project Management,Indeed,0
3607,0,7/6/21,Uruguay,TEFL,Indeed,0
3608,0,7/6/21,Uruguay,Web Development,Indeed,0
3609,0,7/6/21,Uruguay,Business Administration,Indeed,0
3610,0,7/6/21,Uruguay,Healthcare Administration,Indeed,0
3611,0,7/6/21,Uruguay,Administrative Assistant,Indeed,0
3612,0,7/6/21,Uruguay,Agribusiness Management,Indeed,0
3613,0,7/6/21,Uruguay,Commercial Fundamentals,Indeed,0
3614,0,7/6/21,Uruguay,Community Health,Indeed,0
3615,0,7/6/21,Uruguay,Construction Field,Indeed,0
3616,0,7/6/21,Uruguay,Entrepreneurship,Indeed,0
3617,0,7/6/21,Uruguay,Family History Research,Indeed,0
3618,0,7/6/21,Uruguay,Fundamentals of Medical Coding,Indeed,0
3619,0,7/6/21,Uruguay,Social Media Marketing,Indeed,0
3620,0,7/6/21,Uruguay,Computer Programming,Indeed,0
3642,0,7/6/21,Venezuela,Hospital Administration,Indeed,0
3643,0,7/6/21,Venezuela,Public Health,Indeed,0
3644,0,7/6/21,Venezuela,Accounting,Indeed,0
3645,0,7/6/21,Venezuela,Auto Service,Indeed,0
3646,0,7/6/21,Venezuela,Communication,Indeed,0
3647,0,7/6/21,Venezuela,Computer Support,Indeed,0
3648,0,7/6/21,Venezuela,Database,Indeed,0
3649,0,7/6/21,Venezuela,Tourism Management,Indeed,0
3650,0,7/6/21,Venezuela,Marriage Family,Indeed,0
3651,0,7/6/21,Venezuela,Project Management,Indeed,0
3652,0,7/6/21,Venezuela,TEFL,Indeed,0
3653,0,7/6/21,Venezuela,Web Development,Indeed,0
3654,0,7/6/21,Venezuela,Business Administration,Indeed,0
3655,0,7/6/21,Venezuela,Healthcare Administration,Indeed,0
3656,0,7/6/21,Venezuela,Administrative Assistant,Indeed,0
3657,0,7/6/21,Venezuela,Agribusiness Management,Indeed,0
3658,0,7/6/21,Venezuela,Commercial Fundamentals,Indeed,0
3659,0,7/6/21,Venezuela,Community Health,Indeed,0
3660,0,7/6/21,Venezuela,Construction Field,Indeed,0
3661,0,7/6/21,Venezuela,Entrepreneurship,Indeed,0
3662,0,7/6/21,Venezuela,Family History Research,Indeed,0
3663,0,7/6/21,Venezuela,Fundamentals of Medical Coding,Indeed,0
3664,0,7/6/21,Venezuela,Social Media Marketing,Indeed,0
3665,0,7/6/21,Venezuela,Computer Programming,Indeed,0
3687,0,7/6/21,Austria,Hospital Administration,Indeed,0
3688,0,7/6/21,Austria,Public Health,Indeed,0
3689,0,7/6/21,Austria,Accounting,Indeed,0
3690,0,7/6/21,Austria,Auto Service,Indeed,0
3691,0,7/6/21,Austria,Communication,Indeed,0
3692,0,7/6/21,Austria,Computer Support,Indeed,0
3693,0,7/6/21,Austria,Database,Indeed,0
3694,0,7/6/21,Austria,Tourism Management,Indeed,0
3695,0,7/6/21,Austria,Marriage Family,Indeed,0
3696,0,7/6/21,Austria,Project Management,Indeed,0
3697,0,7/6/21,Austria,TEFL,Indeed,0
3698,0,7/6/21,Austria,Web Development,Indeed,0
3699,0,7/6/21,Austria,Business Administration,Indeed,0
3700,0,7/6/21,Austria,Healthcare Administration,Indeed,0
3701,0,7/6/21,Austria,Administrative Assistant,Indeed,0
3702,0,7/6/21,Austria,Agribusiness Management,Indeed,0
3703,0,7/6/21,Austria,Commercial Fundamentals,Indeed,0
3704,0,7/6/21,Austria,Community Health,Indeed,0
3705,0,7/6/21,Austria,Construction Field,Indeed,0
3706,0,7/6/21,Austria,Entrepreneurship,Indeed,0
3707,0,7/6/21,Austria,Family History Research,Indeed,0
3708,0,7/6/21,Austria,Fundamentals of Medical Coding,Indeed,0
3709,0,7/6/21,Austria,Social Media Marketing,Indeed,0
3710,0,7/6/21,Austria,Computer Programming,Indeed,0
3732,0,7/6/21,German,Hospital Administration,Indeed,0
3733,0,7/6/21,German,Public Health,Indeed,0
3734,0,7/6/21,German,Accounting,Indeed,0
3735,0,7/6/21,German,Auto Service,Indeed,0
3736,0,7/6/21,German,Communication,Indeed,0
3737,0,7/6/21,German,Computer Support,Indeed,0
3738,0,7/6/21,German,Database,Indeed,0
3739,0,7/6/21,German,Tourism Management,Indeed,0
3740,0,7/6/21,German,Marriage Family,Indeed,0
3741,0,7/6/21,German,Project Management,Indeed,0
3742,0,7/6/21,German,TEFL,Indeed,0
3743,0,7/6/21,German,Web Development,Indeed,0
3744,0,7/6/21,German,Business Administration,Indeed,0
3745,0,7/6/21,German,Healthcare Administration,Indeed,0
3746,0,7/6/21,German,Administrative Assistant,Indeed,0
3747,0,7/6/21,German,Agribusiness Management,Indeed,0
3748,0,7/6/21,German,Commercial Fundamentals,Indeed,0
3749,0,7/6/21,German,Community Health,Indeed,0
3750,0,7/6/21,German,Construction Field,Indeed,0
3751,0,7/6/21,German,Entrepreneurship,Indeed,0
3752,0,7/6/21,German,Family History Research,Indeed,0
3753,0,7/6/21,German,Fundamentals of Medical Coding,Indeed,0
3754,0,7/6/21,German,Social Media Marketing,Indeed,0
3755,0,7/6/21,German,Computer Programming,Indeed,0
3777,0,7/6/21,Swizerland,Hospital Administration,Indeed,0
3778,0,7/6/21,Swizerland,Public Health,Indeed,0
3779,0,7/6/21,Swizerland,Accounting,Indeed,0
3780,0,7/6/21,Swizerland,Auto Service,Indeed,0
3781,0,7/6/21,Swizerland,Communication,Indeed,0
3782,0,7/6/21,Swizerland,Computer Support,Indeed,0
3783,0,7/6/21,Swizerland,Database,Indeed,0
3784,0,7/6/21,Swizerland,Tourism Management,Indeed,0
3785,0,7/6/21,Swizerland,Marriage Family,Indeed,0
3786,0,7/6/21,Swizerland,Project Management,Indeed,0
3787,0,7/6/21,Swizerland,TEFL,Indeed,0
3788,0,7/6/21,Swizerland,Web Development,Indeed,0
3789,0,7/6/21,Swizerland,Business Administration,Indeed,0
3790,0,7/6/21,Swizerland,Healthcare Administration,Indeed,0
3791,0,7/6/21,Swizerland,Administrative Assistant,Indeed,0
3792,0,7/6/21,Swizerland,Agribusiness Management,Indeed,0
3793,0,7/6/21,Swizerland,Commercial Fundamentals,Indeed,0
3794,0,7/6/21,Swizerland,Community Health,Indeed,0
3795,0,7/6/21,Swizerland,Construction Field,Indeed,0
3796,0,7/6/21,Swizerland,Entrepreneurship,Indeed,0
3797,0,7/6/21,Swizerland,Family History Research,Indeed,0
3798,0,7/6/21,Swizerland,Fundamentals of Medical Coding,Indeed,0
3799,0,7/6/21,Swizerland,Social Media Marketing,Indeed,0
3800,0,7/6/21,Swizerland,Computer Programming,Indeed,0
3822,0,7/6/21,Brazil,Hospital Administration,Indeed,0
3823,0,7/6/21,Brazil,Public Health,Indeed,0
3824,0,7/6/21,Brazil,Accounting,Indeed,0
3825,0,7/6/21,Brazil,Auto Service,Indeed,0
3826,0,7/6/21,Brazil,Communication,Indeed,0
3827,0,7/6/21,Brazil,Computer Support,Indeed,0
3828,0,7/6/21,Brazil,Database,Indeed,0
3829,0,7/6/21,Brazil,Tourism Management,Indeed,0
3830,0,7/6/21,Brazil,Marriage Family,Indeed,0
3831,0,7/6/21,Brazil,Project Management,Indeed,0
3832,0,7/6/21,Brazil,TEFL,Indeed,0
3833,0,7/6/21,Brazil,Web Development,Indeed,0
3834,0,7/6/21,Brazil,Business Administration,Indeed,0
3835,0,7/6/21,Brazil,Healthcare Administration,Indeed,0
3836,0,7/6/21,Brazil,Administrative Assistant,Indeed,0
3837,0,7/6/21,Brazil,Agribusiness Management,Indeed,0
3838,0,7/6/21,Brazil,Commercial Fundamentals,Indeed,0
3839,0,7/6/21,Brazil,Community Health,Indeed,0
3840,0,7/6/21,Brazil,Construction Field,Indeed,0
3841,0,7/6/21,Brazil,Entrepreneurship,Indeed,0
3842,0,7/6/21,Brazil,Family History Research,Indeed,0
3843,0,7/6/21,Brazil,Fundamentals of Medical Coding,Indeed,0
3844,0,7/6/21,Brazil,Social Media Marketing,Indeed,0
3845,0,7/6/21,Brazil,Computer Programming,Indeed,0
3867,0,7/6/21,Portugal,Hospital Administration,Indeed,0
3868,0,7/6/21,Portugal,Public Health,Indeed,0
3869,0,7/6/21,Portugal,Accounting,Indeed,0
3870,0,7/6/21,Portugal,Auto Service,Indeed,0
3871,0,7/6/21,Portugal,Communication,Indeed,0
3872,0,7/6/21,Portugal,Computer Support,Indeed,0
3873,0,7/6/21,Portugal,Database,Indeed,0
3874,0,7/6/21,Portugal,Tourism Management,Indeed,0
3875,0,7/6/21,Portugal,Marriage Family,Indeed,0
3876,0,7/6/21,Portugal,Project Management,Indeed,0
3877,0,7/6/21,Portugal,TEFL,Indeed,0
3878,0,7/6/21,Portugal,Web Development,Indeed,0
3879,0,7/6/21,Portugal,Business Administration,Indeed,0
3880,0,7/6/21,Portugal,Healthcare Administration,Indeed,0
3881,0,7/6/21,Portugal,Administrative Assistant,Indeed,0
3882,0,7/6/21,Portugal,Agribusiness Management,Indeed,0
3883,0,7/6/21,Portugal,Commercial Fundamentals,Indeed,0
3884,0,7/6/21,Portugal,Community Health,Indeed,0
3885,0,7/6/21,Portugal,Construction Field,Indeed,0
3886,0,7/6/21,Portugal,Entrepreneurship,Indeed,0
3887,0,7/6/21,Portugal,Family History Research,Indeed,0
3888,0,7/6/21,Portugal,Fundamentals of Medical Coding,Indeed,0
3889,0,7/6/21,Portugal,Social Media Marketing,Indeed,0
3890,0,7/6/21,Portugal,Computer Programming,Indeed,0
3912,"
                    2个工作，第1页",7/6/21,China,Hospital Administration,Indeed,2
3913,0,7/6/21,China,Public Health,Indeed,0
3914,"
                    13个工作，第1页",7/6/21,China,Accounting,Indeed,13
3915,"
                    179个工作，第1页",7/6/21,China,Auto Service,Indeed,179
3916,0,7/6/21,China,Communication,Indeed,0
3917,"
                    65个工作，第1页",7/6/21,China,Computer Support,Indeed,65
3918,"
                    3个工作，第1页",7/6/21,China,Database,Indeed,3
3919,"
                    15个工作，第1页",7/6/21,China,Tourism Management,Indeed,15
3920,0,7/6/21,China,Marriage Family,Indeed,0
3921,"
                    4个工作，第1页",7/6/21,China,Project Management,Indeed,4
3922,0,7/6/21,China,TEFL,Indeed,0
3923,"
                    28个工作，第1页",7/6/21,China,Web Development,Indeed,28
3924,0,7/6/21,China,Business Administration,Indeed,0
3925,"
                    3个工作，第1页",7/6/21,China,Healthcare Administration,Indeed,3
3926,"
                    1,798个工作，第1页",7/6/21,China,Administrative Assistant,Indeed,1
3927,"
                    1个工作，第1页",7/6/21,China,Agribusiness Management,Indeed,1
3928,0,7/6/21,China,Commercial Fundamentals,Indeed,0
3929,"
                    12个工作，第1页",7/6/21,China,Community Health,Indeed,12
3930,"
                    3个工作，第1页",7/6/21,China,Construction Field,Indeed,3
3931,0,7/6/21,China,Entrepreneurship,Indeed,0
3932,"
                    15个工作，第1页",7/6/21,China,Family History Research,Indeed,15
3933,"
                    1个工作，第1页",7/6/21,China,Fundamentals of Medical Coding,Indeed,1
3934,"
                    290个工作，第1页",7/6/21,China,Social Media Marketing,Indeed,290
3935,"
                    2个工作，第1页",7/6/21,China,Computer Programming,Indeed,2
3957,0,7/6/21,Taiwan,Hospital Administration,Indeed,0
3958,0,7/6/21,Taiwan,Public Health,Indeed,0
3959,"
                    第 1 頁、共 1 個職缺",7/6/21,Taiwan,Accounting,Indeed,1
3960,"
                    第 1 頁、共 272 個職缺",7/6/21,Taiwan,Auto Service,Indeed,272
3961,"
                    第 1 頁、共 2 個職缺",7/6/21,Taiwan,Communication,Indeed,2
3962,"
                    第 1 頁、共 9 個職缺",7/6/21,Taiwan,Computer Support,Indeed,9
3963,"
                    第 1 頁、共 1 個職缺",7/6/21,Taiwan,Database,Indeed,1
3964,0,7/6/21,Taiwan,Tourism Management,Indeed,0
3965,0,7/6/21,Taiwan,Marriage Family,Indeed,0
3966,0,7/6/21,Taiwan,Project Management,Indeed,0
3967,0,7/6/21,Taiwan,TEFL,Indeed,0
3968,0,7/6/21,Taiwan,Web Development,Indeed,0
3969,0,7/6/21,Taiwan,Business Administration,Indeed,0
3970,0,7/6/21,Taiwan,Healthcare Administration,Indeed,0
3971,"
                    第 1 頁、共 191 個職缺",7/6/21,Taiwan,Administrative Assistant,Indeed,191
3972,0,7/6/21,Taiwan,Agribusiness Management,Indeed,0
3973,0,7/6/21,Taiwan,Commercial Fundamentals,Indeed,0
3974,"
                    第 1 頁、共 3 個職缺",7/6/21,Taiwan,Community Health,Indeed,3
3975,0,7/6/21,Taiwan,Construction Field,Indeed,0
3976,0,7/6/21,Taiwan,Entrepreneurship,Indeed,0
3977,"
                    第 1 頁、共 1 個職缺",7/6/21,Taiwan,Family History Research,Indeed,1
3978,"
                    第 1 頁、共 3 個職缺",7/6/21,Taiwan,Fundamentals of Medical Coding,Indeed,3
3979,"
                    第 1 頁、共 24 個職缺",7/6/21,Taiwan,Social Media Marketing,Indeed,24
3980,0,7/6/21,Taiwan,Computer Programming,Indeed,0
4002,0,7/6/21,France,Hospital Administration,Indeed,0
4003,0,7/6/21,France,Public Health,Indeed,0
4004,0,7/6/21,France,Accounting,Indeed,0
4005,0,7/6/21,France,Auto Service,Indeed,0
4006,0,7/6/21,France,Communication,Indeed,0
4007,0,7/6/21,France,Computer Support,Indeed,0
4008,0,7/6/21,France,Database,Indeed,0
4009,0,7/6/21,France,Tourism Management,Indeed,0
4010,0,7/6/21,France,Marriage Family,Indeed,0
4011,0,7/6/21,France,Project Management,Indeed,0
4012,0,7/6/21,France,TEFL,Indeed,0
4013,0,7/6/21,France,Web Development,Indeed,0
4014,0,7/6/21,France,Business Administration,Indeed,0
4015,0,7/6/21,France,Healthcare Administration,Indeed,0
4016,0,7/6/21,France,Administrative Assistant,Indeed,0
4017,0,7/6/21,France,Agribusiness Management,Indeed,0
4018,0,7/6/21,France,Commercial Fundamentals,Indeed,0
4019,0,7/6/21,France,Community Health,Indeed,0
4020,0,7/6/21,France,Construction Field,Indeed,0
4021,0,7/6/21,France,Entrepreneurship,Indeed,0
4022,0,7/6/21,France,Family History Research,Indeed,0
4023,0,7/6/21,France,Fundamentals of Medical Coding,Indeed,0
4024,0,7/6/21,France,Social Media Marketing,Indeed,0
4025,0,7/6/21,France,Computer Programming,Indeed,0
4047,0,7/6/21,Morocca,Hospital Administration,Indeed,0
4048,0,7/6/21,Morocca,Public Health,Indeed,0
4049,0,7/6/21,Morocca,Accounting,Indeed,0
4050,0,7/6/21,Morocca,Auto Service,Indeed,0
4051,0,7/6/21,Morocca,Communication,Indeed,0
4052,0,7/6/21,Morocca,Computer Support,Indeed,0
4053,0,7/6/21,Morocca,Database,Indeed,0
4054,0,7/6/21,Morocca,Tourism Management,Indeed,0
4055,0,7/6/21,Morocca,Marriage Family,Indeed,0
4056,0,7/6/21,Morocca,Project Management,Indeed,0
4057,0,7/6/21,Morocca,TEFL,Indeed,0
4058,0,7/6/21,Morocca,Web Development,Indeed,0
4059,0,7/6/21,Morocca,Business Administration,Indeed,0
4060,0,7/6/21,Morocca,Healthcare Administration,Indeed,0
4061,0,7/6/21,Morocca,Administrative Assistant,Indeed,0
4062,0,7/6/21,Morocca,Agribusiness Management,Indeed,0
4063,0,7/6/21,Morocca,Commercial Fundamentals,Indeed,0
4064,0,7/6/21,Morocca,Community Health,Indeed,0
4065,0,7/6/21,Morocca,Construction Field,Indeed,0
4066,0,7/6/21,Morocca,Entrepreneurship,Indeed,0
4067,0,7/6/21,Morocca,Family History Research,Indeed,0
4068,0,7/6/21,Morocca,Fundamentals of Medical Coding,Indeed,0
4069,0,7/6/21,Morocca,Social Media Marketing,Indeed,0
4070,0,7/6/21,Morocca,Computer Programming,Indeed,0
4092,0,7/6/21,Netherlands,Hospital Administration,Indeed,0
4093,0,7/6/21,Netherlands,Public Health,Indeed,0
4094,0,7/6/21,Netherlands,Accounting,Indeed,0
4095,0,7/6/21,Netherlands,Auto Service,Indeed,0
4096,0,7/6/21,Netherlands,Communication,Indeed,0
4097,0,7/6/21,Netherlands,Computer Support,Indeed,0
4098,0,7/6/21,Netherlands,Database,Indeed,0
4099,0,7/6/21,Netherlands,Tourism Management,Indeed,0
4100,0,7/6/21,Netherlands,Marriage Family,Indeed,0
4101,0,7/6/21,Netherlands,Project Management,Indeed,0
4102,0,7/6/21,Netherlands,TEFL,Indeed,0
4103,0,7/6/21,Netherlands,Web Development,Indeed,0
4104,0,7/6/21,Netherlands,Business Administration,Indeed,0
4105,0,7/6/21,Netherlands,Healthcare Administration,Indeed,0
4106,0,7/6/21,Netherlands,Administrative Assistant,Indeed,0
4107,0,7/6/21,Netherlands,Agribusiness Management,Indeed,0
4108,0,7/6/21,Netherlands,Commercial Fundamentals,Indeed,0
4109,0,7/6/21,Netherlands,Community Health,Indeed,0
4110,0,7/6/21,Netherlands,Construction Field,Indeed,0
4111,0,7/6/21,Netherlands,Entrepreneurship,Indeed,0
4112,0,7/6/21,Netherlands,Family History Research,Indeed,0
4113,0,7/6/21,Netherlands,Fundamentals of Medical Coding,Indeed,0
4114,0,7/6/21,Netherlands,Social Media Marketing,Indeed,0
4115,0,7/6/21,Netherlands,Computer Programming,Indeed,0
4137,0,7/6/21,Belgium,Hospital Administration,Indeed,0
4138,0,7/6/21,Belgium,Public Health,Indeed,0
4139,0,7/6/21,Belgium,Accounting,Indeed,0
4140,0,7/6/21,Belgium,Auto Service,Indeed,0
4141,0,7/6/21,Belgium,Communication,Indeed,0
4142,0,7/6/21,Belgium,Computer Support,Indeed,0
4143,0,7/6/21,Belgium,Database,Indeed,0
4144,0,7/6/21,Belgium,Tourism Management,Indeed,0
4145,0,7/6/21,Belgium,Marriage Family,Indeed,0
4146,0,7/6/21,Belgium,Project Management,Indeed,0
4147,0,7/6/21,Belgium,TEFL,Indeed,0
4148,0,7/6/21,Belgium,Web Development,Indeed,0
4149,0,7/6/21,Belgium,Business Administration,Indeed,0
4150,0,7/6/21,Belgium,Healthcare Administration,Indeed,0
4151,0,7/6/21,Belgium,Administrative Assistant,Indeed,0
4152,0,7/6/21,Belgium,Agribusiness Management,Indeed,0
4153,0,7/6/21,Belgium,Commercial Fundamentals,Indeed,0
4154,0,7/6/21,Belgium,Community Health,Indeed,0
4155,0,7/6/21,Belgium,Construction Field,Indeed,0
4156,0,7/6/21,Belgium,Entrepreneurship,Indeed,0
4157,0,7/6/21,Belgium,Family History Research,Indeed,0
4158,0,7/6/21,Belgium,Fundamentals of Medical Coding,Indeed,0
4159,0,7/6/21,Belgium,Social Media Marketing,Indeed,0
4160,0,7/6/21,Belgium,Computer Programming,Indeed,0
4182,0,7/6/21,Denmark,Hospital Administration,Indeed,0
4183,0,7/6/21,Denmark,Public Health,Indeed,0
4184,0,7/6/21,Denmark,Accounting,Indeed,0
4185,0,7/6/21,Denmark,Auto Service,Indeed,0
4186,0,7/6/21,Denmark,Communication,Indeed,0
4187,0,7/6/21,Denmark,Computer Support,Indeed,0
4188,0,7/6/21,Denmark,Database,Indeed,0
4189,0,7/6/21,Denmark,Tourism Management,Indeed,0
4190,0,7/6/21,Denmark,Marriage Family,Indeed,0
4191,0,7/6/21,Denmark,Project Management,Indeed,0
4192,0,7/6/21,Denmark,TEFL,Indeed,0
4193,0,7/6/21,Denmark,Web Development,Indeed,0
4194,0,7/6/21,Denmark,Business Administration,Indeed,0
4195,0,7/6/21,Denmark,Healthcare Administration,Indeed,0
4196,0,7/6/21,Denmark,Administrative Assistant,Indeed,0
4197,0,7/6/21,Denmark,Agribusiness Management,Indeed,0
4198,0,7/6/21,Denmark,Commercial Fundamentals,Indeed,0
4199,0,7/6/21,Denmark,Community Health,Indeed,0
4200,0,7/6/21,Denmark,Construction Field,Indeed,0
4201,0,7/6/21,Denmark,Entrepreneurship,Indeed,0
4202,0,7/6/21,Denmark,Family History Research,Indeed,0
4203,0,7/6/21,Denmark,Fundamentals of Medical Coding,Indeed,0
4204,0,7/6/21,Denmark,Social Media Marketing,Indeed,0
4205,0,7/6/21,Denmark,Computer Programming,Indeed,0
4227,0,7/6/21,Egypt,Hospital Administration,Indeed,0
4228,0,7/6/21,Egypt,Public Health,Indeed,0
4229,0,7/6/21,Egypt,Accounting,Indeed,0
4230,0,7/6/21,Egypt,Auto Service,Indeed,0
4231,0,7/6/21,Egypt,Communication,Indeed,0
4232,0,7/6/21,Egypt,Computer Support,Indeed,0
4233,0,7/6/21,Egypt,Database,Indeed,0
4234,0,7/6/21,Egypt,Tourism Management,Indeed,0
4235,0,7/6/21,Egypt,Marriage Family,Indeed,0
4236,0,7/6/21,Egypt,Project Management,Indeed,0
4237,0,7/6/21,Egypt,TEFL,Indeed,0
4238,0,7/6/21,Egypt,Web Development,Indeed,0
4239,0,7/6/21,Egypt,Business Administration,Indeed,0
4240,0,7/6/21,Egypt,Healthcare Administration,Indeed,0
4241,0,7/6/21,Egypt,Administrative Assistant,Indeed,0
4242,0,7/6/21,Egypt,Agribusiness Management,Indeed,0
4243,0,7/6/21,Egypt,Commercial Fundamentals,Indeed,0
4244,0,7/6/21,Egypt,Community Health,Indeed,0
4245,0,7/6/21,Egypt,Construction Field,Indeed,0
4246,0,7/6/21,Egypt,Entrepreneurship,Indeed,0
4247,0,7/6/21,Egypt,Family History Research,Indeed,0
4248,0,7/6/21,Egypt,Fundamentals of Medical Coding,Indeed,0
4249,0,7/6/21,Egypt,Social Media Marketing,Indeed,0
4250,0,7/6/21,Egypt,Computer Programming,Indeed,0
4272,"
                    Halaman 1 dari 1 lowongan",7/6/21,Indonesia,Hospital Administration,Indeed,1
4273,0,7/6/21,Indonesia,Public Health,Indeed,0
4274,"
                    Halaman 1 dari 5 lowongan",7/6/21,Indonesia,Accounting,Indeed,5
4275,"
                    Halaman 1 dari 51 lowongan",7/6/21,Indonesia,Auto Service,Indeed,51
4276,0,7/6/21,Indonesia,Communication,Indeed,0
4277,"
                    Halaman 1 dari 16 lowongan",7/6/21,Indonesia,Computer Support,Indeed,16
4278,"
                    Halaman 1 dari 1 lowongan",7/6/21,Indonesia,Database,Indeed,1
4279,"
                    Halaman 1 dari 1 lowongan",7/6/21,Indonesia,Tourism Management,Indeed,1
4280,0,7/6/21,Indonesia,Marriage Family,Indeed,0
4281,0,7/6/21,Indonesia,Project Management,Indeed,0
4282,0,7/6/21,Indonesia,TEFL,Indeed,0
4283,0,7/6/21,Indonesia,Web Development,Indeed,0
4284,0,7/6/21,Indonesia,Business Administration,Indeed,0
4285,"
                    Halaman 1 dari 3 lowongan",7/6/21,Indonesia,Healthcare Administration,Indeed,3
4286,"
                    Halaman 1 dari 437 lowongan",7/6/21,Indonesia,Administrative Assistant,Indeed,437
4287,"
                    Halaman 1 dari 2 lowongan",7/6/21,Indonesia,Agribusiness Management,Indeed,2
4288,"
                    Halaman 1 dari 1 lowongan",7/6/21,Indonesia,Commercial Fundamentals,Indeed,1
4289,"
                    Halaman 1 dari 2 lowongan",7/6/21,Indonesia,Community Health,Indeed,2
4290,"
                    Halaman 1 dari 1 lowongan",7/6/21,Indonesia,Construction Field,Indeed,1
4291,0,7/6/21,Indonesia,Entrepreneurship,Indeed,0
4292,"
                    Halaman 1 dari 7 lowongan",7/6/21,Indonesia,Family History Research,Indeed,7
4293,0,7/6/21,Indonesia,Fundamentals of Medical Coding,Indeed,0
4294,"
                    Halaman 1 dari 26 lowongan",7/6/21,Indonesia,Social Media Marketing,Indeed,26
4295,"
                    Halaman 1 dari 1 lowongan",7/6/21,Indonesia,Computer Programming,Indeed,1
4317,0,7/6/21,Ukrain,Hospital Administration,Indeed,0
4318,0,7/6/21,Ukrain,Public Health,Indeed,0
4319,0,7/6/21,Ukrain,Accounting,Indeed,0
4320,0,7/6/21,Ukrain,Auto Service,Indeed,0
4321,0,7/6/21,Ukrain,Communication,Indeed,0
4322,0,7/6/21,Ukrain,Computer Support,Indeed,0
4323,0,7/6/21,Ukrain,Database,Indeed,0
4324,0,7/6/21,Ukrain,Tourism Management,Indeed,0
4325,0,7/6/21,Ukrain,Marriage Family,Indeed,0
4326,0,7/6/21,Ukrain,Project Management,Indeed,0
4327,0,7/6/21,Ukrain,TEFL,Indeed,0
4328,0,7/6/21,Ukrain,Web Development,Indeed,0
4329,0,7/6/21,Ukrain,Business Administration,Indeed,0
4330,0,7/6/21,Ukrain,Healthcare Administration,Indeed,0
4331,0,7/6/21,Ukrain,Administrative Assistant,Indeed,0
4332,0,7/6/21,Ukrain,Agribusiness Management,Indeed,0
4333,0,7/6/21,Ukrain,Commercial Fundamentals,Indeed,0
4334,0,7/6/21,Ukrain,Community Health,Indeed,0
4335,0,7/6/21,Ukrain,Construction Field,Indeed,0
4336,0,7/6/21,Ukrain,Entrepreneurship,Indeed,0
4337,0,7/6/21,Ukrain,Family History Research,Indeed,0
4338,0,7/6/21,Ukrain,Fundamentals of Medical Coding,Indeed,0
4339,0,7/6/21,Ukrain,Social Media Marketing,Indeed,0
4340,0,7/6/21,Ukrain,Computer Programming,Indeed,0
4362,0,7/6/21,Czech Republic,Hospital Administration,Indeed,0
4363,0,7/6/21,Czech Republic,Public Health,Indeed,0
4364,"
                    1. stránka z 2 výsledků",7/6/21,Czech Republic,Accounting,Indeed,1
4365,0,7/6/21,Czech Republic,Auto Service,Indeed,0
4366,"
                    1. stránka z 33 výsledků",7/6/21,Czech Republic,Communication,Indeed,1
4367,0,7/6/21,Czech Republic,Computer Support,Indeed,0
4368,"
                    1. stránka z 1 výsledků",7/6/21,Czech Republic,Database,Indeed,1
4369,0,7/6/21,Czech Republic,Tourism Management,Indeed,0
4370,0,7/6/21,Czech Republic,Marriage Family,Indeed,0
4371,0,7/6/21,Czech Republic,Project Management,Indeed,0
4372,0,7/6/21,Czech Republic,TEFL,Indeed,0
4373,0,7/6/21,Czech Republic,Web Development,Indeed,0
4374,0,7/6/21,Czech Republic,Business Administration,Indeed,0
4375,0,7/6/21,Czech Republic,Healthcare Administration,Indeed,0
4376,0,7/6/21,Czech Republic,Administrative Assistant,Indeed,0
4377,0,7/6/21,Czech Republic,Agribusiness Management,Indeed,0
4378,0,7/6/21,Czech Republic,Commercial Fundamentals,Indeed,0
4379,0,7/6/21,Czech Republic,Community Health,Indeed,0
4380,0,7/6/21,Czech Republic,Construction Field,Indeed,0
4381,"
                    1. stránka z 1 výsledků",7/6/21,Czech Republic,Entrepreneurship,Indeed,1
4382,0,7/6/21,Czech Republic,Family History Research,Indeed,0
4383,0,7/6/21,Czech Republic,Fundamentals of Medical Coding,Indeed,0
4384,0,7/6/21,Czech Republic,Social Media Marketing,Indeed,0
4385,0,7/6/21,Czech Republic,Computer Programming,Indeed,0
4386,0,7/6/21,Finland,Hospital Administration,Indeed,0
