,Raw,post_date,Country,Job_type,Website,Total
9035,0,7/9/21,Morocca,Accounting,Indeed,0
9036,0,7/9/21,Morocca,Auto Service,Indeed,0
9037,0,7/9/21,Morocca,Communication,Indeed,0
9038,0,7/9/21,Morocca,Computer Support,Indeed,0
9039,0,7/9/21,Morocca,Database,Indeed,0
9040,0,7/9/21,Morocca,Tourism Management,Indeed,0
9041,0,7/9/21,Morocca,Marriage Family,Indeed,0
9042,"
                    Page 1 de 4 emplois",7/9/21,Morocca,Project Management,Indeed,4
9043,0,7/9/21,Morocca,TEFL,Indeed,0
9044,"
                    Page 1 de 1 emplois",7/9/21,Morocca,Web Development,Indeed,1
9045,0,7/9/21,Morocca,Business Administration,Indeed,0
9046,0,7/9/21,Morocca,Healthcare Administration,Indeed,0
9047,"
                    Page 1 de 35 emplois",7/9/21,Morocca,Administrative Assistant,Indeed,35
9048,0,7/9/21,Morocca,Agribusiness Management,Indeed,0
9049,"
                    Page 1 de 316 emplois",7/9/21,Morocca,Commercial Fundamentals,Indeed,316
9050,0,7/9/21,Morocca,Community Health,Indeed,0
9051,"
                    Page 1 de 1 emplois",7/9/21,Morocca,Construction Field,Indeed,1
9052,0,7/9/21,Morocca,Entrepreneurship,Indeed,0
9053,0,7/9/21,Morocca,Family History Research,Indeed,0
9054,0,7/9/21,Morocca,Fundamentals of Medical Coding,Indeed,0
9055,"
                    Page 1 de 5 emplois",7/9/21,Morocca,Social Media Marketing,Indeed,5
9056,0,7/9/21,Morocca,Computer Programming,Indeed,0
9078,"
                    Pagina 1 van 2 vacatures",7/9/21,Netherlands,Hospital Administration,Indeed,2
9079,"
                    Pagina 1 van 9 vacatures",7/9/21,Netherlands,Public Health,Indeed,9
9080,"
                    Pagina 1 van 156 vacatures",7/9/21,Netherlands,Accounting,Indeed,156
9081,"
                    Pagina 1 van 647 vacatures",7/9/21,Netherlands,Auto Service,Indeed,647
9082,"
                    Pagina 1 van 1 vacatures",7/9/21,Netherlands,Communication,Indeed,1
9083,"
                    Pagina 1 van 27 vacatures",7/9/21,Netherlands,Computer Support,Indeed,27
9084,0,7/9/21,Netherlands,Database,Indeed,0
9085,"
                    Pagina 1 van 7 vacatures",7/9/21,Netherlands,Tourism Management,Indeed,7
9086,"
                    Pagina 1 van 2 vacatures",7/9/21,Netherlands,Marriage Family,Indeed,2
9087,0,7/9/21,Netherlands,Project Management,Indeed,0
9088,"
                    Pagina 1 van 5 vacatures",7/9/21,Netherlands,TEFL,Indeed,5
9089,"
                    Pagina 1 van 55 vacatures",7/9/21,Netherlands,Web Development,Indeed,55
9090,"
                    Pagina 1 van 1 vacatures",7/9/21,Netherlands,Business Administration,Indeed,1
9091,"
                    Pagina 1 van 1 vacatures",7/9/21,Netherlands,Healthcare Administration,Indeed,1
9092,"
                    Pagina 1 van 8.357 vacatures",7/9/21,Netherlands,Administrative Assistant,Indeed,8
9093,"
                    Pagina 1 van 5 vacatures",7/9/21,Netherlands,Agribusiness Management,Indeed,5
9094,"
                    Pagina 1 van 1 vacatures",7/9/21,Netherlands,Commercial Fundamentals,Indeed,1
9095,"
                    Pagina 1 van 12 vacatures",7/9/21,Netherlands,Community Health,Indeed,12
9096,"
                    Pagina 1 van 6.646 vacatures",7/9/21,Netherlands,Construction Field,Indeed,6
9097,"
                    Pagina 1 van 2 vacatures",7/9/21,Netherlands,Entrepreneurship,Indeed,2
9098,"
                    Pagina 1 van 5 vacatures",7/9/21,Netherlands,Family History Research,Indeed,5
9099,"
                    Pagina 1 van 3 vacatures",7/9/21,Netherlands,Fundamentals of Medical Coding,Indeed,3
9100,"
                    Pagina 1 van 111 vacatures",7/9/21,Netherlands,Social Media Marketing,Indeed,111
9101,"
                    Pagina 1 van 3 vacatures",7/9/21,Netherlands,Computer Programming,Indeed,3
9123,"
                    Pagina 1 van 98 vacatures",7/9/21,Belgium,Hospital Administration,Indeed,98
9124,0,7/9/21,Belgium,Public Health,Indeed,0
9125,"
                    Pagina 1 van 11 vacatures",7/9/21,Belgium,Accounting,Indeed,11
9126,"
                    Pagina 1 van 222 vacatures",7/9/21,Belgium,Auto Service,Indeed,222
9127,0,7/9/21,Belgium,Communication,Indeed,0
9128,"
                    Pagina 1 van 13 vacatures",7/9/21,Belgium,Computer Support,Indeed,13
9129,0,7/9/21,Belgium,Database,Indeed,0
9130,0,7/9/21,Belgium,Tourism Management,Indeed,0
9131,"
                    Pagina 1 van 1 vacatures",7/9/21,Belgium,Marriage Family,Indeed,1
9132,"
                    Pagina 1 van 4 vacatures",7/9/21,Belgium,Project Management,Indeed,4
9133,"
                    Pagina 1 van 2 vacatures",7/9/21,Belgium,TEFL,Indeed,2
9134,"
                    Pagina 1 van 31 vacatures",7/9/21,Belgium,Web Development,Indeed,31
9135,0,7/9/21,Belgium,Business Administration,Indeed,0
9136,"
                    Pagina 1 van 2 vacatures",7/9/21,Belgium,Healthcare Administration,Indeed,2
9137,"
                    Pagina 1 van 2.839 vacatures",7/9/21,Belgium,Administrative Assistant,Indeed,2
9138,"
                    Pagina 1 van 4 vacatures",7/9/21,Belgium,Agribusiness Management,Indeed,4
9139,"
                    Pagina 1 van 466 vacatures",7/9/21,Belgium,Commercial Fundamentals,Indeed,466
9140,0,7/9/21,Belgium,Community Health,Indeed,0
9141,"
                    Pagina 1 van 1.693 vacatures",7/9/21,Belgium,Construction Field,Indeed,1
9142,0,7/9/21,Belgium,Entrepreneurship,Indeed,0
9143,"
                    Pagina 1 van 3 vacatures",7/9/21,Belgium,Family History Research,Indeed,3
9144,0,7/9/21,Belgium,Fundamentals of Medical Coding,Indeed,0
9145,"
                    Pagina 1 van 57 vacatures",7/9/21,Belgium,Social Media Marketing,Indeed,57
9146,"
                    Pagina 1 van 4 vacatures",7/9/21,Belgium,Computer Programming,Indeed,4
9168,"
                    Side 1 af 1 jobs",7/9/21,Denmark,Hospital Administration,Indeed,1
9169,"
                    Side 1 af 1 jobs",7/9/21,Denmark,Public Health,Indeed,1
9170,"
                    Side 1 af 510 jobs",7/9/21,Denmark,Accounting,Indeed,510
9171,"
                    Side 1 af 346 jobs",7/9/21,Denmark,Auto Service,Indeed,346
9172,"
                    Side 1 af 3 jobs",7/9/21,Denmark,Communication,Indeed,3
9173,"
                    Side 1 af 15 jobs",7/9/21,Denmark,Computer Support,Indeed,15
9174,"
                    Side 1 af 67 jobs",7/9/21,Denmark,Database,Indeed,67
9175,0,7/9/21,Denmark,Tourism Management,Indeed,0
9176,0,7/9/21,Denmark,Marriage Family,Indeed,0
9177,"
                    Side 1 af 1 jobs",7/9/21,Denmark,Project Management,Indeed,1
9178,"
                    Side 1 af 1 jobs",7/9/21,Denmark,TEFL,Indeed,1
9179,"
                    Side 1 af 24 jobs",7/9/21,Denmark,Web Development,Indeed,24
9180,0,7/9/21,Denmark,Business Administration,Indeed,0
9181,0,7/9/21,Denmark,Healthcare Administration,Indeed,0
9182,"
                    Side 1 af 321 jobs",7/9/21,Denmark,Administrative Assistant,Indeed,321
9183,"
                    Side 1 af 17 jobs",7/9/21,Denmark,Agribusiness Management,Indeed,17
9184,"
                    Side 1 af 1 jobs",7/9/21,Denmark,Commercial Fundamentals,Indeed,1
9185,0,7/9/21,Denmark,Community Health,Indeed,0
9186,"
                    Side 1 af 1.761 jobs",7/9/21,Denmark,Construction Field,Indeed,1
9187,"
                    Side 1 af 1 jobs",7/9/21,Denmark,Entrepreneurship,Indeed,1
9188,"
                    Side 1 af 2 jobs",7/9/21,Denmark,Family History Research,Indeed,2
9189,"
                    Side 1 af 3 jobs",7/9/21,Denmark,Fundamentals of Medical Coding,Indeed,3
9190,"
                    Side 1 af 27 jobs",7/9/21,Denmark,Social Media Marketing,Indeed,27
9191,0,7/9/21,Denmark,Computer Programming,Indeed,0
9213,"
                    صفحة 1 من 1 وظائف",7/9/21,Egypt,Hospital Administration,Indeed,1
9214,0,7/9/21,Egypt,Public Health,Indeed,0
9215,0,7/9/21,Egypt,Accounting,Indeed,0
9216,"
                    صفحة 1 من 19 وظائف",7/9/21,Egypt,Auto Service,Indeed,19
9217,0,7/9/21,Egypt,Communication,Indeed,0
9218,"
                    صفحة 1 من 5 وظائف",7/9/21,Egypt,Computer Support,Indeed,5
9219,0,7/9/21,Egypt,Database,Indeed,0
9220,0,7/9/21,Egypt,Tourism Management,Indeed,0
9221,0,7/9/21,Egypt,Marriage Family,Indeed,0
9222,0,7/9/21,Egypt,Project Management,Indeed,0
9223,"
                    صفحة 1 من 1 وظائف",7/9/21,Egypt,TEFL,Indeed,1
9224,"
                    صفحة 1 من 8 وظائف",7/9/21,Egypt,Web Development,Indeed,8
9225,0,7/9/21,Egypt,Business Administration,Indeed,0
9226,0,7/9/21,Egypt,Healthcare Administration,Indeed,0
9227,"
                    صفحة 1 من 695 وظائف",7/9/21,Egypt,Administrative Assistant,Indeed,695
9228,"
                    صفحة 1 من 1 وظائف",7/9/21,Egypt,Agribusiness Management,Indeed,1
9229,0,7/9/21,Egypt,Commercial Fundamentals,Indeed,0
9230,0,7/9/21,Egypt,Community Health,Indeed,0
9231,0,7/9/21,Egypt,Construction Field,Indeed,0
9232,0,7/9/21,Egypt,Entrepreneurship,Indeed,0
9233,"
                    صفحة 1 من 7 وظائف",7/9/21,Egypt,Family History Research,Indeed,7
9234,0,7/9/21,Egypt,Fundamentals of Medical Coding,Indeed,0
9235,"
                    صفحة 1 من 21 وظائف",7/9/21,Egypt,Social Media Marketing,Indeed,21
9236,"
                    صفحة 1 من 1 وظائف",7/9/21,Egypt,Computer Programming,Indeed,1
9258,0,7/9/21,Indonesia,Hospital Administration,Indeed,0
9259,0,7/9/21,Indonesia,Public Health,Indeed,0
9260,"
                    Halaman 1 dari 3 lowongan",7/9/21,Indonesia,Accounting,Indeed,3
9261,"
                    Halaman 1 dari 27 lowongan",7/9/21,Indonesia,Auto Service,Indeed,27
9262,"
                    Halaman 1 dari 1 lowongan",7/9/21,Indonesia,Communication,Indeed,1
9263,"
                    Halaman 1 dari 6 lowongan",7/9/21,Indonesia,Computer Support,Indeed,6
9264,0,7/9/21,Indonesia,Database,Indeed,0
9265,0,7/9/21,Indonesia,Tourism Management,Indeed,0
9266,"
                    Halaman 1 dari 1 lowongan",7/9/21,Indonesia,Marriage Family,Indeed,1
9267,0,7/9/21,Indonesia,Project Management,Indeed,0
9268,0,7/9/21,Indonesia,TEFL,Indeed,0
9269,"
                    Halaman 1 dari 2 lowongan",7/9/21,Indonesia,Web Development,Indeed,2
9270,0,7/9/21,Indonesia,Business Administration,Indeed,0
9271,"
                    Halaman 1 dari 2 lowongan",7/9/21,Indonesia,Healthcare Administration,Indeed,2
9272,"
                    Halaman 1 dari 374 lowongan",7/9/21,Indonesia,Administrative Assistant,Indeed,374
9273,"
                    Halaman 1 dari 1 lowongan",7/9/21,Indonesia,Agribusiness Management,Indeed,1
9274,0,7/9/21,Indonesia,Commercial Fundamentals,Indeed,0
9275,0,7/9/21,Indonesia,Community Health,Indeed,0
9276,"
                    Halaman 1 dari 1 lowongan",7/9/21,Indonesia,Construction Field,Indeed,1
9277,0,7/9/21,Indonesia,Entrepreneurship,Indeed,0
9278,"
                    Halaman 1 dari 1 lowongan",7/9/21,Indonesia,Family History Research,Indeed,1
9279,0,7/9/21,Indonesia,Fundamentals of Medical Coding,Indeed,0
9280,"
                    Halaman 1 dari 31 lowongan",7/9/21,Indonesia,Social Media Marketing,Indeed,31
9281,"
                    Halaman 1 dari 1 lowongan",7/9/21,Indonesia,Computer Programming,Indeed,1
9303,"
                    Страница 1 из 1 вакансий",7/9/21,Ukrain,Hospital Administration,Indeed,1
9304,0,7/9/21,Ukrain,Public Health,Indeed,0
9305,"
                    Страница 1 из 2 вакансий",7/9/21,Ukrain,Accounting,Indeed,2
9306,"
                    Страница 1 из 19 вакансий",7/9/21,Ukrain,Auto Service,Indeed,19
9307,0,7/9/21,Ukrain,Communication,Indeed,0
9308,"
                    Страница 1 из 1 вакансий",7/9/21,Ukrain,Computer Support,Indeed,1
9309,0,7/9/21,Ukrain,Database,Indeed,0
9310,0,7/9/21,Ukrain,Tourism Management,Indeed,0
9311,0,7/9/21,Ukrain,Marriage Family,Indeed,0
9312,0,7/9/21,Ukrain,Project Management,Indeed,0
9313,0,7/9/21,Ukrain,TEFL,Indeed,0
9314,"
                    Страница 1 из 28 вакансий",7/9/21,Ukrain,Web Development,Indeed,28
9315,0,7/9/21,Ukrain,Business Administration,Indeed,0
9316,0,7/9/21,Ukrain,Healthcare Administration,Indeed,0
9317,"
                    Страница 1 из 289 вакансий",7/9/21,Ukrain,Administrative Assistant,Indeed,289
9318,0,7/9/21,Ukrain,Agribusiness Management,Indeed,0
9319,0,7/9/21,Ukrain,Commercial Fundamentals,Indeed,0
9320,"
                    Страница 1 из 1 вакансий",7/9/21,Ukrain,Community Health,Indeed,1
9321,"
                    Страница 1 из 1 вакансий",7/9/21,Ukrain,Construction Field,Indeed,1
9322,0,7/9/21,Ukrain,Entrepreneurship,Indeed,0
9323,"
                    Страница 1 из 2 вакансий",7/9/21,Ukrain,Family History Research,Indeed,2
9324,0,7/9/21,Ukrain,Fundamentals of Medical Coding,Indeed,0
9325,"
                    Страница 1 из 12 вакансий",7/9/21,Ukrain,Social Media Marketing,Indeed,12
9326,0,7/9/21,Ukrain,Computer Programming,Indeed,0
9348,0,7/9/21,Czech Republic,Hospital Administration,Indeed,0
9349,0,7/9/21,Czech Republic,Public Health,Indeed,0
9350,"
                    1. stránka z 13 výsledků",7/9/21,Czech Republic,Accounting,Indeed,1
9351,0,7/9/21,Czech Republic,Auto Service,Indeed,0
9352,"
                    1. stránka z 166 výsledků",7/9/21,Czech Republic,Communication,Indeed,1
9353,0,7/9/21,Czech Republic,Computer Support,Indeed,0
9354,"
                    1. stránka z 15 výsledků",7/9/21,Czech Republic,Database,Indeed,1
9355,0,7/9/21,Czech Republic,Tourism Management,Indeed,0
9356,0,7/9/21,Czech Republic,Marriage Family,Indeed,0
9357,0,7/9/21,Czech Republic,Project Management,Indeed,0
9358,0,7/9/21,Czech Republic,TEFL,Indeed,0
9359,0,7/9/21,Czech Republic,Web Development,Indeed,0
9360,0,7/9/21,Czech Republic,Business Administration,Indeed,0
9361,"
                    1. stránka z 9 výsledků",7/9/21,Czech Republic,Healthcare Administration,Indeed,1
9362,0,7/9/21,Czech Republic,Administrative Assistant,Indeed,0
9363,"
                    1. stránka z 1 výsledků",7/9/21,Czech Republic,Agribusiness Management,Indeed,1
9364,0,7/9/21,Czech Republic,Commercial Fundamentals,Indeed,0
9365,0,7/9/21,Czech Republic,Community Health,Indeed,0
9366,0,7/9/21,Czech Republic,Construction Field,Indeed,0
9367,"
                    1. stránka z 5 výsledků",7/9/21,Czech Republic,Entrepreneurship,Indeed,1
9368,0,7/9/21,Czech Republic,Family History Research,Indeed,0
9369,0,7/9/21,Czech Republic,Fundamentals of Medical Coding,Indeed,0
9370,0,7/9/21,Czech Republic,Social Media Marketing,Indeed,0
9371,0,7/9/21,Czech Republic,Computer Programming,Indeed,0
9372,0,7/9/21,Finland,Hospital Administration,Indeed,0
9373,0,7/9/21,Finland,Public Health,Indeed,0
9374,"
                    Sivu 1 / 6 työpaikkaa",7/9/21,Finland,Accounting,Indeed,6
9375,0,7/9/21,Finland,Auto Service,Indeed,0
9376,"
                    Sivu 1 / 26 työpaikkaa",7/9/21,Finland,Communication,Indeed,26
9377,0,7/9/21,Finland,Computer Support,Indeed,0
9378,"
                    Sivu 1 / 1 työpaikkaa",7/9/21,Finland,Database,Indeed,1
9379,0,7/9/21,Finland,Tourism Management,Indeed,0
9380,0,7/9/21,Finland,Marriage Family,Indeed,0
9381,0,7/9/21,Finland,Project Management,Indeed,0
9382,0,7/9/21,Finland,TEFL,Indeed,0
9383,0,7/9/21,Finland,Web Development,Indeed,0
9384,0,7/9/21,Finland,Business Administration,Indeed,0
9385,0,7/9/21,Finland,Healthcare Administration,Indeed,0
9386,0,7/9/21,Finland,Administrative Assistant,Indeed,0
9387,0,7/9/21,Finland,Agribusiness Management,Indeed,0
9388,0,7/9/21,Finland,Commercial Fundamentals,Indeed,0
9389,0,7/9/21,Finland,Community Health,Indeed,0
9390,0,7/9/21,Finland,Construction Field,Indeed,0
9391,"
                    Sivu 1 / 13 työpaikkaa",7/9/21,Finland,Entrepreneurship,Indeed,13
9392,0,7/9/21,Finland,Family History Research,Indeed,0
9393,0,7/9/21,Finland,Fundamentals of Medical Coding,Indeed,0
9394,0,7/9/21,Finland,Social Media Marketing,Indeed,0
9395,0,7/9/21,Finland,Computer Programming,Indeed,0
9396,0,7/9/21,Hungary,Hospital Administration,Indeed,0
9397,0,7/9/21,Hungary,Public Health,Indeed,0
9398,"
                    11 munka 1 oldala",7/9/21,Hungary,Accounting,Indeed,11
9399,0,7/9/21,Hungary,Auto Service,Indeed,0
9400,"
                    59 munka 1 oldala",7/9/21,Hungary,Communication,Indeed,59
9401,0,7/9/21,Hungary,Computer Support,Indeed,0
9402,"
                    24 munka 1 oldala",7/9/21,Hungary,Database,Indeed,24
9403,0,7/9/21,Hungary,Tourism Management,Indeed,0
9404,0,7/9/21,Hungary,Marriage Family,Indeed,0
9405,"
                    2 munka 1 oldala",7/9/21,Hungary,Project Management,Indeed,2
9406,"
                    1 munka 1 oldala",7/9/21,Hungary,TEFL,Indeed,1
9407,0,7/9/21,Hungary,Web Development,Indeed,0
9408,0,7/9/21,Hungary,Business Administration,Indeed,0
9409,0,7/9/21,Hungary,Healthcare Administration,Indeed,0
9410,0,7/9/21,Hungary,Administrative Assistant,Indeed,0
9411,0,7/9/21,Hungary,Agribusiness Management,Indeed,0
9412,0,7/9/21,Hungary,Commercial Fundamentals,Indeed,0
9413,0,7/9/21,Hungary,Community Health,Indeed,0
9414,0,7/9/21,Hungary,Construction Field,Indeed,0
9415,"
                    31 munka 1 oldala",7/9/21,Hungary,Entrepreneurship,Indeed,31
9416,0,7/9/21,Hungary,Family History Research,Indeed,0
9417,0,7/9/21,Hungary,Fundamentals of Medical Coding,Indeed,0
9418,0,7/9/21,Hungary,Social Media Marketing,Indeed,0
9419,0,7/9/21,Hungary,Computer Programming,Indeed,0
9420,"
                    求人検索結果 26 件中 1 ページ目",7/9/21,Japan,Hospital Administration,Indeed,26
9421,0,7/9/21,Japan,Public Health,Indeed,0
9422,"
                    求人検索結果 4,344 件中 1 ページ目",7/9/21,Japan,Accounting,Indeed,4
9423,"
                    求人検索結果 39 件中 1 ページ目",7/9/21,Japan,Auto Service,Indeed,39
9424,"
                    求人検索結果 10,269 件中 1 ページ目",7/9/21,Japan,Communication,Indeed,10
9425,0,7/9/21,Japan,Computer Support,Indeed,0
9426,"
                    求人検索結果 951 件中 1 ページ目",7/9/21,Japan,Database,Indeed,951
9427,0,7/9/21,Japan,Tourism Management,Indeed,0
9428,0,7/9/21,Japan,Marriage Family,Indeed,0
9429,"
                    求人検索結果 239 件中 1 ページ目",7/9/21,Japan,Project Management,Indeed,239
9430,0,7/9/21,Japan,TEFL,Indeed,0
9431,"
                    求人検索結果 2 件中 1 ページ目",7/9/21,Japan,Web Development,Indeed,2
9432,0,7/9/21,Japan,Business Administration,Indeed,0
9433,0,7/9/21,Japan,Healthcare Administration,Indeed,0
9434,"
                    求人検索結果 26 件中 1 ページ目",7/9/21,Japan,Administrative Assistant,Indeed,26
9435,0,7/9/21,Japan,Agribusiness Management,Indeed,0
9436,0,7/9/21,Japan,Commercial Fundamentals,Indeed,0
9437,0,7/9/21,Japan,Community Health,Indeed,0
9438,"
                    求人検索結果 83 件中 1 ページ目",7/9/21,Japan,Construction Field,Indeed,83
9439,"
                    求人検索結果 3 件中 1 ページ目",7/9/21,Japan,Entrepreneurship,Indeed,3
9440,0,7/9/21,Japan,Family History Research,Indeed,0
9441,0,7/9/21,Japan,Fundamentals of Medical Coding,Indeed,0
9442,0,7/9/21,Japan,Social Media Marketing,Indeed,0
9443,0,7/9/21,Japan,Computer Programming,Indeed,0
9444,0,7/9/21,Greece,Hospital Administration,Indeed,0
9445,0,7/9/21,Greece,Public Health,Indeed,0
9446,"
                    Σελίδα 1 από 3 θέσεις εργασίας",7/9/21,Greece,Accounting,Indeed,3
9447,0,7/9/21,Greece,Auto Service,Indeed,0
9448,"
                    Σελίδα 1 από 142 θέσεις εργασίας",7/9/21,Greece,Communication,Indeed,142
9449,0,7/9/21,Greece,Computer Support,Indeed,0
9450,0,7/9/21,Greece,Database,Indeed,0
9451,0,7/9/21,Greece,Tourism Management,Indeed,0
9452,0,7/9/21,Greece,Marriage Family,Indeed,0
9453,"
                    Σελίδα 1 από 18 θέσεις εργασίας",7/9/21,Greece,Project Management,Indeed,18
9454,0,7/9/21,Greece,TEFL,Indeed,0
9455,"
                    Σελίδα 1 από 3 θέσεις εργασίας",7/9/21,Greece,Web Development,Indeed,3
9456,"
                    Σελίδα 1 από 2 θέσεις εργασίας",7/9/21,Greece,Business Administration,Indeed,2
9457,0,7/9/21,Greece,Healthcare Administration,Indeed,0
9458,0,7/9/21,Greece,Administrative Assistant,Indeed,0
9459,0,7/9/21,Greece,Agribusiness Management,Indeed,0
9460,0,7/9/21,Greece,Commercial Fundamentals,Indeed,0
9461,0,7/9/21,Greece,Community Health,Indeed,0
9462,0,7/9/21,Greece,Construction Field,Indeed,0
9463,"
                    Σελίδα 1 από 1 θέσεις εργασίας",7/9/21,Greece,Entrepreneurship,Indeed,1
9464,0,7/9/21,Greece,Family History Research,Indeed,0
9465,0,7/9/21,Greece,Fundamentals of Medical Coding,Indeed,0
9466,0,7/9/21,Greece,Social Media Marketing,Indeed,0
9467,0,7/9/21,Greece,Computer Programming,Indeed,0
9468,0,7/9/21,Italy,Hospital Administration,Indeed,0
9469,"
                    Pagina 1 di 4 offerte",7/9/21,Italy,Public Health,Indeed,4
9470,"
                    Pagina 1 di 392 offerte",7/9/21,Italy,Accounting,Indeed,392
9471,0,7/9/21,Italy,Auto Service,Indeed,0
9472,"
                    Pagina 1 di 483 offerte",7/9/21,Italy,Communication,Indeed,483
9473,"
                    Pagina 1 di 3 offerte",7/9/21,Italy,Computer Support,Indeed,3
9474,"
                    Pagina 1 di 272 offerte",7/9/21,Italy,Database,Indeed,272
9475,0,7/9/21,Italy,Tourism Management,Indeed,0
9476,0,7/9/21,Italy,Marriage Family,Indeed,0
9477,"
                    Pagina 1 di 148 offerte",7/9/21,Italy,Project Management,Indeed,148
9478,0,7/9/21,Italy,TEFL,Indeed,0
9479,"
                    Pagina 1 di 1 offerte",7/9/21,Italy,Web Development,Indeed,1
9480,"
                    Pagina 1 di 7 offerte",7/9/21,Italy,Business Administration,Indeed,7
9481,0,7/9/21,Italy,Healthcare Administration,Indeed,0
9482,"
                    Pagina 1 di 5 offerte",7/9/21,Italy,Administrative Assistant,Indeed,5
9483,0,7/9/21,Italy,Agribusiness Management,Indeed,0
9484,0,7/9/21,Italy,Commercial Fundamentals,Indeed,0
9485,0,7/9/21,Italy,Community Health,Indeed,0
9486,0,7/9/21,Italy,Construction Field,Indeed,0
9487,"
                    Pagina 1 di 1 offerte",7/9/21,Italy,Entrepreneurship,Indeed,1
9488,0,7/9/21,Italy,Family History Research,Indeed,0
9489,0,7/9/21,Italy,Fundamentals of Medical Coding,Indeed,0
9490,"
                    Pagina 1 di 7 offerte",7/9/21,Italy,Social Media Marketing,Indeed,7
9491,0,7/9/21,Italy,Computer Programming,Indeed,0
9492,0,7/9/21,Norway,Hospital Administration,Indeed,0
9493,"
                    Side 1 av 1 resultater",7/9/21,Norway,Public Health,Indeed,1
9494,"
                    Side 1 av 119 resultater",7/9/21,Norway,Accounting,Indeed,119
9495,0,7/9/21,Norway,Auto Service,Indeed,0
9496,"
                    Side 1 av 334 resultater",7/9/21,Norway,Communication,Indeed,334
9497,0,7/9/21,Norway,Computer Support,Indeed,0
9498,"
                    Side 1 av 15 resultater",7/9/21,Norway,Database,Indeed,15
9499,0,7/9/21,Norway,Tourism Management,Indeed,0
9500,0,7/9/21,Norway,Marriage Family,Indeed,0
9501,"
                    Side 1 av 5 resultater",7/9/21,Norway,Project Management,Indeed,5
9502,0,7/9/21,Norway,TEFL,Indeed,0
9503,0,7/9/21,Norway,Web Development,Indeed,0
9504,0,7/9/21,Norway,Business Administration,Indeed,0
9505,0,7/9/21,Norway,Healthcare Administration,Indeed,0
9506,"
                    Side 1 av 1 resultater",7/9/21,Norway,Administrative Assistant,Indeed,1
9507,0,7/9/21,Norway,Agribusiness Management,Indeed,0
9508,0,7/9/21,Norway,Commercial Fundamentals,Indeed,0
9509,0,7/9/21,Norway,Community Health,Indeed,0
9510,0,7/9/21,Norway,Construction Field,Indeed,0
9511,0,7/9/21,Norway,Entrepreneurship,Indeed,0
9512,0,7/9/21,Norway,Family History Research,Indeed,0
9513,0,7/9/21,Norway,Fundamentals of Medical Coding,Indeed,0
9514,0,7/9/21,Norway,Social Media Marketing,Indeed,0
9515,0,7/9/21,Norway,Computer Programming,Indeed,0
9516,0,7/9/21,Thailand,Hospital Administration,Indeed,0
9517,"
                    หน้า 1 ของ 3 งาน",7/9/21,Thailand,Public Health,Indeed,3
9518,"
                    หน้า 1 ของ 10 งาน",7/9/21,Thailand,Accounting,Indeed,10
9519,"
                    หน้า 1 ของ 15 งาน",7/9/21,Thailand,Auto Service,Indeed,15
9520,0,7/9/21,Thailand,Communication,Indeed,0
9521,"
                    หน้า 1 ของ 148 งาน",7/9/21,Thailand,Computer Support,Indeed,148
9522,"
                    หน้า 1 ของ 36 งาน",7/9/21,Thailand,Database,Indeed,36
9523,"
                    หน้า 1 ของ 2 งาน",7/9/21,Thailand,Tourism Management,Indeed,2
9524,0,7/9/21,Thailand,Marriage Family,Indeed,0
9525,"
                    หน้า 1 ของ 43 งาน",7/9/21,Thailand,Project Management,Indeed,43
9526,"
                    หน้า 1 ของ 1 งาน",7/9/21,Thailand,TEFL,Indeed,1
9527,"
                    หน้า 1 ของ 2 งาน",7/9/21,Thailand,Web Development,Indeed,2
9528,"
                    หน้า 1 ของ 146 งาน",7/9/21,Thailand,Business Administration,Indeed,146
9529,0,7/9/21,Thailand,Healthcare Administration,Indeed,0
9530,"
                    หน้า 1 ของ 63 งาน",7/9/21,Thailand,Administrative Assistant,Indeed,63
9531,"
                    หน้า 1 ของ 14 งาน",7/9/21,Thailand,Agribusiness Management,Indeed,14
9532,0,7/9/21,Thailand,Commercial Fundamentals,Indeed,0
9533,0,7/9/21,Thailand,Community Health,Indeed,0
9534,"
                    หน้า 1 ของ 60 งาน",7/9/21,Thailand,Construction Field,Indeed,60
9535,"
                    หน้า 1 ของ 6 งาน",7/9/21,Thailand,Entrepreneurship,Indeed,6
9536,0,7/9/21,Thailand,Family History Research,Indeed,0
9537,0,7/9/21,Thailand,Fundamentals of Medical Coding,Indeed,0
9538,0,7/9/21,Thailand,Social Media Marketing,Indeed,0
9539,0,7/9/21,Thailand,Computer Programming,Indeed,0
9540,0,7/9/21,Russia,Hospital Administration,Indeed,0
9541,0,7/9/21,Russia,Public Health,Indeed,0
9542,0,7/9/21,Russia,Accounting,Indeed,0
9543,"
                    Страница 1 из 17 вакансий",7/9/21,Russia,Auto Service,Indeed,17
9544,"
                    Страница 1 из 417 вакансий",7/9/21,Russia,Communication,Indeed,417
9545,0,7/9/21,Russia,Computer Support,Indeed,0
9546,0,7/9/21,Russia,Database,Indeed,0
9547,0,7/9/21,Russia,Tourism Management,Indeed,0
9548,0,7/9/21,Russia,Marriage Family,Indeed,0
9549,0,7/9/21,Russia,Project Management,Indeed,0
9550,"
                    Страница 1 из 3 вакансий",7/9/21,Russia,TEFL,Indeed,3
9551,"
                    Страница 1 из 4 вакансий",7/9/21,Russia,Web Development,Indeed,4
9552,0,7/9/21,Russia,Business Administration,Indeed,0
