,Raw,Posted_date,Country_name,certificate,Website,Total
43041,"
                    Page 1 of 3 jobs",8/21/21,South Africa,Commercial Fundamentals,Indeed,3 
43042,"
                    Page 1 of 2 jobs",8/21/21,South Africa,Community Health,Indeed,2 
43043,"
                    Page 1 of 1 jobs",8/21/21,South Africa,Construction Field,Indeed,1
43044,0,8/21/21,South Africa,Entrepreneurship,Indeed,0
43045,0,8/21/21,South Africa,Family History Research,Indeed,0
43046,0,8/21/21,South Africa,Fundamentals of Medical Coding,Indeed,0
43047,"
                    Page 1 of 189 jobs",8/21/21,South Africa,Social Media Marketing,Indeed,189 
43048,0,8/21/21,South Africa,Computer Programming,Indeed,0
43049,"
                    Page 1 of 2 jobs",8/21/21,South Africa,Epidemiology,Indeed,2 
43050,0,8/21/21,South Africa,Data Analytics,Indeed,0
43051,"
                    Page 1 of 3 jobs",8/21/21,South Africa,,Indeed,3 
43052,"
                    Page 1 of 1 jobs",8/21/21,South Africa,,Indeed,1
43053,0,8/21/21,South Africa,,Indeed,0
43054,0,8/21/21,South Africa,,Indeed,0
43055,"
                    Page 1 of 396 jobs",8/21/21,South Africa,,Indeed,396 
43056,"
                    Page 1 of 23 jobs",8/21/21,South Africa,,Indeed,23 
43057,0,8/21/21,South Africa,,Indeed,0
43058,0,8/21/21,South Africa,,Indeed,0
43059,"
                    Page 1 of 2 jobs",8/21/21,South Africa,,Indeed,2 
43060,0,8/21/21,South Africa,,Indeed,0
43061,0,8/21/21,South Africa,,Indeed,0
43062,"
                    Page 1 of 1 jobs",8/21/21,South Africa,,Indeed,1
43063,0,8/21/21,South Africa,,Indeed,0
43064,"
                    Page 1 of 4 jobs",8/21/21,South Africa,,Indeed,4 
43065,"
                    Page 1 of 704 jobs",8/21/21,South Africa,,Indeed,704 
43066,0,8/21/21,South Africa,,Indeed,0
43067,"
                    Page 1 of 67 jobs",8/21/21,South Africa,,Indeed,67 
43068,"
                    Page 1 of 68 jobs",8/21/21,South Africa,,Indeed,68 
43069,0,8/21/21,South Africa,,Indeed,0
43070,"
                    Page 1 of 29 jobs",8/21/21,United Kingdom,Hospital Administration,Indeed,29 
43071,"
                    Page 1 of 29 jobs",8/21/21,United Kingdom,Public Health,Indeed,29 
43072,"
                    Page 1 of 92 jobs",8/21/21,United Kingdom,Accounting,Indeed,92 
43073,"
                    Page 1 of 2568 jobs",8/21/21,United Kingdom,Auto Service,Indeed,2568 
43074,"
                    Page 1 of 22 jobs",8/21/21,United Kingdom,Communication,Indeed,22 
43075,"
                    Page 1 of 788 jobs",8/21/21,United Kingdom,Computer Support,Indeed,788 
43076,"
                    Page 1 of 3 jobs",8/21/21,United Kingdom,Database,Indeed,3 
43077,"
                    Page 1 of 4 jobs",8/21/21,United Kingdom,Tourism Management,Indeed,4 
43078,0,8/21/21,United Kingdom,Marriage Family,Indeed,0
43079,"
                    Page 1 of 6 jobs",8/21/21,United Kingdom,Project Management,Indeed,6 
43080,0,8/21/21,United Kingdom,TEFL,Indeed,0
43081,"
                    Page 1 of 15799 jobs",8/21/21,United Kingdom,Web Development,Indeed,15799 
43082,"
                    Page 1 of 2 jobs",8/21/21,United Kingdom,Business Administration,Indeed,2 
43083,"
                    Page 1 of 28 jobs",8/21/21,United Kingdom,Healthcare Administration,Indeed,28 
43084,"
                    Page 1 of 39520 jobs",8/21/21,United Kingdom,Administrative Assistant,Indeed,39520 
43085,"
                    Page 1 of 219 jobs",8/21/21,United Kingdom,Agribusiness Management,Indeed,219 
43086,"
                    Page 1 of 14 jobs",8/21/21,United Kingdom,Commercial Fundamentals,Indeed,14 
43087,"
                    Page 1 of 16 jobs",8/21/21,United Kingdom,Community Health,Indeed,16 
43088,"
                    Page 1 of 9 jobs",8/21/21,United Kingdom,Construction Field,Indeed,9 
43089,"
                    Page 1 of 38 jobs",8/21/21,United Kingdom,Entrepreneurship,Indeed,38 
43090,"
                    Page 1 of 49 jobs",8/21/21,United Kingdom,Family History Research,Indeed,49 
43091,"
                    Page 1 of 14 jobs",8/21/21,United Kingdom,Fundamentals of Medical Coding,Indeed,14 
43092,"
                    Page 1 of 3251 jobs",8/21/21,United Kingdom,Social Media Marketing,Indeed,3251 
43093,"
                    Page 1 of 10 jobs",8/21/21,United Kingdom,Computer Programming,Indeed,10 
43094,"
                    Page 1 of 15 jobs",8/21/21,United Kingdom,Epidemiology,Indeed,15 
43095,"
                    Page 1 of 6 jobs",8/21/21,United Kingdom,Data Analytics,Indeed,6 
43096,"
                    Page 1 of 56 jobs",8/21/21,United Kingdom,,Indeed,56 
43097,"
                    Page 1 of 16 jobs",8/21/21,United Kingdom,,Indeed,16 
43098,0,8/21/21,United Kingdom,,Indeed,0
43099,"
                    Page 1 of 8 jobs",8/21/21,United Kingdom,,Indeed,8 
43100,"
                    Page 1 of 26941 jobs",8/21/21,United Kingdom,,Indeed,26941 
43101,"
                    Page 1 of 611 jobs",8/21/21,United Kingdom,,Indeed,611 
43102,"
                    Page 1 of 15 jobs",8/21/21,United Kingdom,,Indeed,15 
43103,"
                    Page 1 of 4 jobs",8/21/21,United Kingdom,,Indeed,4 
43104,"
                    Page 1 of 64 jobs",8/21/21,United Kingdom,,Indeed,64 
43105,"
                    Page 1 of 13 jobs",8/21/21,United Kingdom,,Indeed,13 
43106,"
                    Page 1 of 4 jobs",8/21/21,United Kingdom,,Indeed,4 
43107,"
                    Page 1 of 12 jobs",8/21/21,United Kingdom,,Indeed,12 
43108,0,8/21/21,United Kingdom,,Indeed,0
43109,"
                    Page 1 of 18 jobs",8/21/21,United Kingdom,,Indeed,18 
43110,"
                    Page 1 of 35392 jobs",8/21/21,United Kingdom,,Indeed,35392 
43111,"
                    Page 1 of 4 jobs",8/21/21,United Kingdom,,Indeed,4 
43112,"
                    Page 1 of 1832 jobs",8/21/21,United Kingdom,,Indeed,1832 
43113,"
                    Page 1 of 4398 jobs",8/21/21,United Kingdom,,Indeed,4398 
43114,"
                    Page 1 of 1 jobs",8/21/21,United Kingdom,,Indeed,1
43115,0,8/21/21,New Zealand,Hospital Administration,Indeed,0
43116,"
                    Page 1 of 2 jobs",8/21/21,New Zealand,Public Health,Indeed,2 
43117,"
                    Page 1 of 6 jobs",8/21/21,New Zealand,Accounting,Indeed,6 
43118,"
                    Page 1 of 77 jobs",8/21/21,New Zealand,Auto Service,Indeed,77 
43119,"
                    Page 1 of 1 jobs",8/21/21,New Zealand,Communication,Indeed,1
43120,"
                    Page 1 of 10 jobs",8/21/21,New Zealand,Computer Support,Indeed,10 
43121,0,8/21/21,New Zealand,Database,Indeed,0
43122,0,8/21/21,New Zealand,Tourism Management,Indeed,0
43123,0,8/21/21,New Zealand,Marriage Family,Indeed,0
43124,0,8/21/21,New Zealand,Project Management,Indeed,0
43125,0,8/21/21,New Zealand,TEFL,Indeed,0
43126,"
                    Page 1 of 3 jobs",8/21/21,New Zealand,Web Development,Indeed,3 
43127,"
                    Page 1 of 265 jobs",8/21/21,New Zealand,Business Administration,Indeed,265 
43128,0,8/21/21,New Zealand,Healthcare Administration,Indeed,0
43129,"
                    Page 1 of 578 jobs",8/21/21,New Zealand,Administrative Assistant,Indeed,578 
43130,"
                    Page 1 of 5 jobs",8/21/21,New Zealand,Agribusiness Management,Indeed,5 
43131,"
                    Page 1 of 6 jobs",8/21/21,New Zealand,Commercial Fundamentals,Indeed,6 
43132,"
                    Page 1 of 3 jobs",8/21/21,New Zealand,Community Health,Indeed,3 
43133,0,8/21/21,New Zealand,Construction Field,Indeed,0
43134,0,8/21/21,New Zealand,Entrepreneurship,Indeed,0
43135,"
                    Page 1 of 1 jobs",8/21/21,New Zealand,Family History Research,Indeed,1
43136,0,8/21/21,New Zealand,Fundamentals of Medical Coding,Indeed,0
43137,"
                    Page 1 of 60 jobs",8/21/21,New Zealand,Social Media Marketing,Indeed,60 
43138,"
                    Page 1 of 1 jobs",8/21/21,New Zealand,Computer Programming,Indeed,1
43139,0,8/21/21,New Zealand,Epidemiology,Indeed,0
43140,0,8/21/21,New Zealand,Data Analytics,Indeed,0
43141,0,8/21/21,New Zealand,,Indeed,0
43142,0,8/21/21,New Zealand,,Indeed,0
43143,0,8/21/21,New Zealand,,Indeed,0
43144,0,8/21/21,New Zealand,,Indeed,0
43145,"
                    Page 1 of 396 jobs",8/21/21,New Zealand,,Indeed,396 
43146,"
                    Page 1 of 1 jobs",8/21/21,New Zealand,,Indeed,1
43147,0,8/21/21,New Zealand,,Indeed,0
43148,0,8/21/21,New Zealand,,Indeed,0
43149,0,8/21/21,New Zealand,,Indeed,0
43150,0,8/21/21,New Zealand,,Indeed,0
43151,0,8/21/21,New Zealand,,Indeed,0
43152,0,8/21/21,New Zealand,,Indeed,0
43153,0,8/21/21,New Zealand,,Indeed,0
43154,0,8/21/21,New Zealand,,Indeed,0
43155,"
                    Page 1 of 524 jobs",8/21/21,New Zealand,,Indeed,524 
43156,0,8/21/21,New Zealand,,Indeed,0
43157,"
                    Page 1 of 25 jobs",8/21/21,New Zealand,,Indeed,25 
43158,"
                    Page 1 of 13 jobs",8/21/21,New Zealand,,Indeed,13 
43159,0,8/21/21,New Zealand,,Indeed,0
43160,"
                    Page 1 of 3 jobs",8/21/21,Malaysia,Hospital Administration,Indeed,3 
43161,"
                    Page 1 of 3 jobs",8/21/21,Malaysia,Public Health,Indeed,3 
43162,"
                    Page 1 of 6 jobs",8/21/21,Malaysia,Accounting,Indeed,6 
43163,"
                    Page 1 of 51 jobs",8/21/21,Malaysia,Auto Service,Indeed,51 
43164,"
                    Page 1 of 3 jobs",8/21/21,Malaysia,Communication,Indeed,3 
43165,"
                    Page 1 of 47 jobs",8/21/21,Malaysia,Computer Support,Indeed,47 
43166,0,8/21/21,Malaysia,Database,Indeed,0
43167,0,8/21/21,Malaysia,Tourism Management,Indeed,0
43168,"
                    Page 1 of 4 jobs",8/21/21,Malaysia,Marriage Family,Indeed,4 
43169,0,8/21/21,Malaysia,Project Management,Indeed,0
43170,0,8/21/21,Malaysia,TEFL,Indeed,0
43171,"
                    Page 1 of 23 jobs",8/21/21,Malaysia,Web Development,Indeed,23 
43172,0,8/21/21,Malaysia,Business Administration,Indeed,0
43173,"
                    Page 1 of 689 jobs",8/21/21,Malaysia,Healthcare Administration,Indeed,689 
43174,"
                    Page 1 of 1661 jobs",8/21/21,Malaysia,Administrative Assistant,Indeed,1661 
43175,"
                    Page 1 of 1 jobs",8/21/21,Malaysia,Agribusiness Management,Indeed,1
43176,0,8/21/21,Malaysia,Commercial Fundamentals,Indeed,0
43177,"
                    Page 1 of 2 jobs",8/21/21,Malaysia,Community Health,Indeed,2 
43178,"
                    Page 1 of 5 jobs",8/21/21,Malaysia,Construction Field,Indeed,5 
43179,"
                    Page 1 of 1 jobs",8/21/21,Malaysia,Entrepreneurship,Indeed,1
43180,"
                    Page 1 of 11 jobs",8/21/21,Malaysia,Family History Research,Indeed,11 
43181,"
                    Page 1 of 1 jobs",8/21/21,Malaysia,Fundamentals of Medical Coding,Indeed,1
43182,"
                    Page 1 of 81 jobs",8/21/21,Malaysia,Social Media Marketing,Indeed,81 
43183,"
                    Page 1 of 1 jobs",8/21/21,Malaysia,Computer Programming,Indeed,1
43184,"
                    Page 1 of 3 jobs",8/21/21,Malaysia,Epidemiology,Indeed,3 
43185,0,8/21/21,Malaysia,Data Analytics,Indeed,0
43186,"
                    Page 1 of 3 jobs",8/21/21,Malaysia,,Indeed,3 
43187,0,8/21/21,Malaysia,,Indeed,0
43188,0,8/21/21,Malaysia,,Indeed,0
43189,0,8/21/21,Malaysia,,Indeed,0
43190,"
                    Page 1 of 851 jobs",8/21/21,Malaysia,,Indeed,851 
43191,"
                    Page 1 of 8 jobs",8/21/21,Malaysia,,Indeed,8 
43192,0,8/21/21,Malaysia,,Indeed,0
43193,0,8/21/21,Malaysia,,Indeed,0
43194,0,8/21/21,Malaysia,,Indeed,0
43195,"
                    Page 1 of 3 jobs",8/21/21,Malaysia,,Indeed,3 
43196,0,8/21/21,Malaysia,,Indeed,0
43197,0,8/21/21,Malaysia,,Indeed,0
43198,0,8/21/21,Malaysia,,Indeed,0
43199,0,8/21/21,Malaysia,,Indeed,0
43200,"
                    Page 1 of 929 jobs",8/21/21,Malaysia,,Indeed,929 
43201,0,8/21/21,Malaysia,,Indeed,0
43202,"
                    Page 1 of 95 jobs",8/21/21,Malaysia,,Indeed,95 
43203,"
                    Page 1 of 95 jobs",8/21/21,Malaysia,,Indeed,95 
43204,0,8/21/21,Malaysia,,Indeed,0
43205,"
                    Page 1 of 112 jobs",8/21/21,India,Hospital Administration,Indeed,112 
43206,"
                    Page 1 of 42 jobs",8/21/21,India,Public Health,Indeed,42 
43207,"
                    Page 1 of 169 jobs",8/21/21,India,Accounting,Indeed,169 
43208,"
                    Page 1 of 352 jobs",8/21/21,India,Auto Service,Indeed,352 
43209,"
                    Page 1 of 8 jobs",8/21/21,India,Communication,Indeed,8 
43210,"
                    Page 1 of 175 jobs",8/21/21,India,Computer Support,Indeed,175 
43211,"
                    Page 1 of 1 jobs",8/21/21,India,Database,Indeed,1
43212,0,8/21/21,India,Tourism Management,Indeed,0
43213,"
                    Page 1 of 1 jobs",8/21/21,India,Marriage Family,Indeed,1
43214,0,8/21/21,India,Project Management,Indeed,0
43215,0,8/21/21,India,TEFL,Indeed,0
43216,"
                    Page 1 of 143 jobs",8/21/21,India,Web Development,Indeed,143 
43217,"
                    Page 1 of 1 jobs",8/21/21,India,Business Administration,Indeed,1
43218,"
                    Page 1 of 22 jobs",8/21/21,India,Healthcare Administration,Indeed,22 
43219,"
                    Page 1 of 6239 jobs",8/21/21,India,Administrative Assistant,Indeed,6239 
43220,"
                    Page 1 of 9 jobs",8/21/21,India,Agribusiness Management,Indeed,9 
43221,"
                    Page 1 of 8 jobs",8/21/21,India,Commercial Fundamentals,Indeed,8 
43222,"
                    Page 1 of 3 jobs",8/21/21,India,Community Health,Indeed,3 
43223,"
                    Page 1 of 10 jobs",8/21/21,India,Construction Field,Indeed,10 
43224,"
                    Page 1 of 85 jobs",8/21/21,India,Entrepreneurship,Indeed,85 
43225,"
                    Page 1 of 40 jobs",8/21/21,India,Family History Research,Indeed,40 
43226,"
                    Page 1 of 1 jobs",8/21/21,India,Fundamentals of Medical Coding,Indeed,1
43227,"
                    Page 1 of 591 jobs",8/21/21,India,Social Media Marketing,Indeed,591 
43228,"
                    Page 1 of 19 jobs",8/21/21,India,Computer Programming,Indeed,19 
43229,"
                    Page 1 of 11 jobs",8/21/21,India,Epidemiology,Indeed,11 
43230,"
                    Page 1 of 8 jobs",8/21/21,India,Data Analytics,Indeed,8 
43231,"
                    Page 1 of 4 jobs",8/21/21,India,,Indeed,4 
43232,"
                    Page 1 of 6 jobs",8/21/21,India,,Indeed,6 
43233,0,8/21/21,India,,Indeed,0
43234,"
                    Page 1 of 2 jobs",8/21/21,India,,Indeed,2 
43235,"
                    Page 1 of 3027 jobs",8/21/21,India,,Indeed,3027 
43236,"
                    Page 1 of 32 jobs",8/21/21,India,,Indeed,32 
43237,"
                    Page 1 of 102 jobs",8/21/21,India,,Indeed,102 
43238,"
                    Page 1 of 7 jobs",8/21/21,India,,Indeed,7 
43239,"
                    Page 1 of 11 jobs",8/21/21,India,,Indeed,11 
43240,0,8/21/21,India,,Indeed,0
43241,"
                    Page 1 of 2 jobs",8/21/21,India,,Indeed,2 
43242,"
                    Page 1 of 1 jobs",8/21/21,India,,Indeed,1
43243,0,8/21/21,India,,Indeed,0
43244,0,8/21/21,India,,Indeed,0
43245,"
                    Page 1 of 4189 jobs",8/21/21,India,,Indeed,4189 
43246,"
                    Page 1 of 1 jobs",8/21/21,India,,Indeed,1
43247,"
                    Page 1 of 508 jobs",8/21/21,India,,Indeed,508 
43248,"
                    Page 1 of 294 jobs",8/21/21,India,,Indeed,294 
43249,"
                    Page 1 of 4 jobs",8/21/21,India,,Indeed,4 
43250,"
                    Page 1 of 8 jobs",8/21/21,Philipines,Hospital Administration,Indeed,8 
43251,"
                    Page 1 of 1 jobs",8/21/21,Philipines,Public Health,Indeed,1
43252,"
                    Page 1 of 10 jobs",8/21/21,Philipines,Accounting,Indeed,10 
43253,"
                    Page 1 of 67 jobs",8/21/21,Philipines,Auto Service,Indeed,67 
43254,"
                    Page 1 of 2 jobs",8/21/21,Philipines,Communication,Indeed,2 
43255,"
                    Page 1 of 32 jobs",8/21/21,Philipines,Computer Support,Indeed,32 
43256,"
                    Page 1 of 1 jobs",8/21/21,Philipines,Database,Indeed,1
43257,0,8/21/21,Philipines,Tourism Management,Indeed,0
43258,0,8/21/21,Philipines,Marriage Family,Indeed,0
43259,0,8/21/21,Philipines,Project Management,Indeed,0
43260,0,8/21/21,Philipines,TEFL,Indeed,0
43261,"
                    Page 1 of 14 jobs",8/21/21,Philipines,Web Development,Indeed,14 
43262,"
                    Page 1 of 6 jobs",8/21/21,Philipines,Business Administration,Indeed,6 
43263,"
                    Page 1 of 10 jobs",8/21/21,Philipines,Healthcare Administration,Indeed,10 
43264,"
                    Page 1 of 1413 jobs",8/21/21,Philipines,Administrative Assistant,Indeed,1413 
43265,"
                    Page 1 of 78 jobs",8/21/21,Philipines,Agribusiness Management,Indeed,78 
43266,"
                    Page 1 of 7 jobs",8/21/21,Philipines,Commercial Fundamentals,Indeed,7 
43267,0,8/21/21,Philipines,Community Health,Indeed,0
43268,0,8/21/21,Philipines,Construction Field,Indeed,0
43269,0,8/21/21,Philipines,Entrepreneurship,Indeed,0
43270,"
                    Page 1 of 12 jobs",8/21/21,Philipines,Family History Research,Indeed,12 
43271,0,8/21/21,Philipines,Fundamentals of Medical Coding,Indeed,0
43272,"
                    Page 1 of 60 jobs",8/21/21,Philipines,Social Media Marketing,Indeed,60 
43273,0,8/21/21,Philipines,Computer Programming,Indeed,0
43274,"
                    Page 1 of 3 jobs",8/21/21,Philipines,Epidemiology,Indeed,3 
43275,0,8/21/21,Philipines,Data Analytics,Indeed,0
43276,"
                    Page 1 of 1 jobs",8/21/21,Philipines,,Indeed,1
43277,"
                    Page 1 of 1 jobs",8/21/21,Philipines,,Indeed,1
43278,0,8/21/21,Philipines,,Indeed,0
43279,"
                    Page 1 of 2 jobs",8/21/21,Philipines,,Indeed,2 
43280,"
                    Page 1 of 929 jobs",8/21/21,Philipines,,Indeed,929 
43281,"
                    Page 1 of 18 jobs",8/21/21,Philipines,,Indeed,18 
43282,0,8/21/21,Philipines,,Indeed,0
43283,0,8/21/21,Philipines,,Indeed,0
43284,0,8/21/21,Philipines,,Indeed,0
43285,0,8/21/21,Philipines,,Indeed,0
43286,0,8/21/21,Philipines,,Indeed,0
43287,"
                    Page 1 of 2 jobs",8/21/21,Philipines,,Indeed,2 
43288,0,8/21/21,Philipines,,Indeed,0
43289,0,8/21/21,Philipines,,Indeed,0
43290,"
                    Page 1 of 944 jobs",8/21/21,Philipines,,Indeed,944 
43291,0,8/21/21,Philipines,,Indeed,0
43292,"
                    Page 1 of 142 jobs",8/21/21,Philipines,,Indeed,142 
43293,"
                    Page 1 of 30 jobs",8/21/21,Philipines,,Indeed,30 
43294,0,8/21/21,Philipines,,Indeed,0
43295,"
                    Page 1 of 96 jobs",8/21/21,Autralia,Hospital Administration,Indeed,96 
43296,0,8/21/21,Autralia,Public Health,Indeed,0
43297,"
                    Page 1 of 70 jobs",8/21/21,Autralia,Accounting,Indeed,70 
43298,"
                    Page 1 of 927 jobs",8/21/21,Autralia,Auto Service,Indeed,927 
43299,"
                    Page 1 of 5 jobs",8/21/21,Autralia,Communication,Indeed,5 
43300,"
                    Page 1 of 299 jobs",8/21/21,Autralia,Computer Support,Indeed,299 
43301,0,8/21/21,Autralia,Database,Indeed,0
43302,0,8/21/21,Autralia,Tourism Management,Indeed,0
43303,0,8/21/21,Autralia,Marriage Family,Indeed,0
43304,0,8/21/21,Autralia,Project Management,Indeed,0
43305,0,8/21/21,Autralia,TEFL,Indeed,0
43306,"
                    Page 1 of 47 jobs",8/21/21,Autralia,Web Development,Indeed,47 
43307,"
                    Page 1 of 95 jobs",8/21/21,Autralia,Business Administration,Indeed,95 
43308,"
                    Page 1 of 6 jobs",8/21/21,Autralia,Healthcare Administration,Indeed,6 
43309,"
                    Page 1 of 5052 jobs",8/21/21,Autralia,Administrative Assistant,Indeed,5052 
43310,"
                    Page 1 of 28 jobs",8/21/21,Autralia,Agribusiness Management,Indeed,28 
43311,"
                    Page 1 of 972 jobs",8/21/21,Autralia,Commercial Fundamentals,Indeed,972 
43312,"
                    Page 1 of 4 jobs",8/21/21,Autralia,Community Health,Indeed,4 
43313,0,8/21/21,Autralia,Construction Field,Indeed,0
43314,0,8/21/21,Autralia,Entrepreneurship,Indeed,0
43315,"
                    Page 1 of 11 jobs",8/21/21,Autralia,Family History Research,Indeed,11 
43316,"
                    Page 1 of 1 jobs",8/21/21,Autralia,Fundamentals of Medical Coding,Indeed,1
43317,"
                    Page 1 of 262 jobs",8/21/21,Autralia,Social Media Marketing,Indeed,262 
43318,"
                    Page 1 of 1 jobs",8/21/21,Autralia,Computer Programming,Indeed,1
43319,0,8/21/21,Autralia,Epidemiology,Indeed,0
43320,"
                    Page 1 of 1 jobs",8/21/21,Autralia,Data Analytics,Indeed,1
43321,"
                    Page 1 of 2 jobs",8/21/21,Autralia,,Indeed,2 
43322,"
                    Page 1 of 2 jobs",8/21/21,Autralia,,Indeed,2 
43323,0,8/21/21,Autralia,,Indeed,0
43324,"
                    Page 1 of 2 jobs",8/21/21,Autralia,,Indeed,2 
43325,"
                    Page 1 of 3431 jobs",8/21/21,Autralia,,Indeed,3431 
43326,"
                    Page 1 of 41 jobs",8/21/21,Autralia,,Indeed,41 
43327,"
                    Page 1 of 1 jobs",8/21/21,Autralia,,Indeed,1
43328,"
                    Page 1 of 1 jobs",8/21/21,Autralia,,Indeed,1
43329,"
                    Page 1 of 16 jobs",8/21/21,Autralia,,Indeed,16 
43330,"
                    Page 1 of 3 jobs",8/21/21,Autralia,,Indeed,3 
43331,0,8/21/21,Autralia,,Indeed,0
43332,"
                    Page 1 of 2 jobs",8/21/21,Autralia,,Indeed,2 
43333,0,8/21/21,Autralia,,Indeed,0
43334,0,8/21/21,Autralia,,Indeed,0
43335,"
                    Page 1 of 4578 jobs",8/21/21,Autralia,,Indeed,4578 
43336,0,8/21/21,Autralia,,Indeed,0
43337,"
                    Page 1 of 239 jobs",8/21/21,Autralia,,Indeed,239 
43338,"
                    Page 1 of 367 jobs",8/21/21,Autralia,,Indeed,367 
43339,0,8/21/21,Autralia,,Indeed,0
43340,"
                    Page 1 of 2 jobs",8/21/21,United Arab Emirates,Hospital Administration,Indeed,2 
43341,0,8/21/21,United Arab Emirates,Public Health,Indeed,0
43342,"
                    Page 1 of 1 jobs",8/21/21,United Arab Emirates,Accounting,Indeed,1
43343,"
                    Page 1 of 5 jobs",8/21/21,United Arab Emirates,Auto Service,Indeed,5 
43344,0,8/21/21,United Arab Emirates,Communication,Indeed,0
43345,"
                    Page 1 of 7 jobs",8/21/21,United Arab Emirates,Computer Support,Indeed,7 
43346,0,8/21/21,United Arab Emirates,Database,Indeed,0
43347,0,8/21/21,United Arab Emirates,Tourism Management,Indeed,0
43348,0,8/21/21,United Arab Emirates,Marriage Family,Indeed,0
43349,0,8/21/21,United Arab Emirates,Project Management,Indeed,0
43350,0,8/21/21,United Arab Emirates,TEFL,Indeed,0
43351,"
                    Page 1 of 4 jobs",8/21/21,United Arab Emirates,Web Development,Indeed,4 
43352,0,8/21/21,United Arab Emirates,Business Administration,Indeed,0
43353,0,8/21/21,United Arab Emirates,Healthcare Administration,Indeed,0
43354,"
                    Page 1 of 304 jobs",8/21/21,United Arab Emirates,Administrative Assistant,Indeed,304 
43355,"
                    Page 1 of 1 jobs",8/21/21,United Arab Emirates,Agribusiness Management,Indeed,1
43356,"
                    Page 1 of 1 jobs",8/21/21,United Arab Emirates,Commercial Fundamentals,Indeed,1
43357,"
                    Page 1 of 6 jobs",8/21/21,United Arab Emirates,Community Health,Indeed,6 
43358,0,8/21/21,United Arab Emirates,Construction Field,Indeed,0
43359,0,8/21/21,United Arab Emirates,Entrepreneurship,Indeed,0
43360,0,8/21/21,United Arab Emirates,Family History Research,Indeed,0
43361,0,8/21/21,United Arab Emirates,Fundamentals of Medical Coding,Indeed,0
43362,"
                    Page 1 of 17 jobs",8/21/21,United Arab Emirates,Social Media Marketing,Indeed,17 
43363,0,8/21/21,United Arab Emirates,Computer Programming,Indeed,0
43364,"
                    Page 1 of 1 jobs",8/21/21,United Arab Emirates,Epidemiology,Indeed,1
43365,"
                    Page 1 of 1 jobs",8/21/21,United Arab Emirates,Data Analytics,Indeed,1
43366,0,8/21/21,United Arab Emirates,,Indeed,0
43367,"
                    Page 1 of 1 jobs",8/21/21,United Arab Emirates,,Indeed,1
43368,0,8/21/21,United Arab Emirates,,Indeed,0
43369,0,8/21/21,United Arab Emirates,,Indeed,0
43370,"
                    Page 1 of 142 jobs",8/21/21,United Arab Emirates,,Indeed,142 
43371,"
                    Page 1 of 16 jobs",8/21/21,United Arab Emirates,,Indeed,16 
43372,0,8/21/21,United Arab Emirates,,Indeed,0
43373,0,8/21/21,United Arab Emirates,,Indeed,0
43374,0,8/21/21,United Arab Emirates,,Indeed,0
43375,0,8/21/21,United Arab Emirates,,Indeed,0
43376,0,8/21/21,United Arab Emirates,,Indeed,0
43377,0,8/21/21,United Arab Emirates,,Indeed,0
43378,0,8/21/21,United Arab Emirates,,Indeed,0
43379,0,8/21/21,United Arab Emirates,,Indeed,0
43380,"
                    Page 1 of 188 jobs",8/21/21,United Arab Emirates,,Indeed,188 
43381,0,8/21/21,United Arab Emirates,,Indeed,0
43382,"
                    Page 1 of 13 jobs",8/21/21,United Arab Emirates,,Indeed,13 
43383,"
                    Page 1 of 9 jobs",8/21/21,United Arab Emirates,,Indeed,9 
43384,"
                    Page 1 of 1 jobs",8/21/21,United Arab Emirates,,Indeed,1
43385,0,8/21/21,Oman,Hospital Administration,Indeed,0
43386,0,8/21/21,Oman,Public Health,Indeed,0
43387,0,8/21/21,Oman,Accounting,Indeed,0
43388,0,8/21/21,Oman,Auto Service,Indeed,0
43389,0,8/21/21,Oman,Communication,Indeed,0
43390,0,8/21/21,Oman,Computer Support,Indeed,0
43391,0,8/21/21,Oman,Database,Indeed,0
43392,0,8/21/21,Oman,Tourism Management,Indeed,0
43393,0,8/21/21,Oman,Marriage Family,Indeed,0
43394,0,8/21/21,Oman,Project Management,Indeed,0
43395,0,8/21/21,Oman,TEFL,Indeed,0
43396,"
                    Page 1 of 2 jobs",8/21/21,Oman,Web Development,Indeed,2 
43397,0,8/21/21,Oman,Business Administration,Indeed,0
43398,0,8/21/21,Oman,Healthcare Administration,Indeed,0
43399,"
                    Page 1 of 5 jobs",8/21/21,Oman,Administrative Assistant,Indeed,5 
43400,0,8/21/21,Oman,Agribusiness Management,Indeed,0
43401,0,8/21/21,Oman,Commercial Fundamentals,Indeed,0
43402,0,8/21/21,Oman,Community Health,Indeed,0
43403,0,8/21/21,Oman,Construction Field,Indeed,0
43404,0,8/21/21,Oman,Entrepreneurship,Indeed,0
43405,0,8/21/21,Oman,Family History Research,Indeed,0
43406,0,8/21/21,Oman,Fundamentals of Medical Coding,Indeed,0
43407,0,8/21/21,Oman,Social Media Marketing,Indeed,0
43408,0,8/21/21,Oman,Computer Programming,Indeed,0
43409,"
                    Page 1 of 1 jobs",8/21/21,Oman,Epidemiology,Indeed,1
43410,0,8/21/21,Oman,Data Analytics,Indeed,0
43411,0,8/21/21,Oman,,Indeed,0
43412,0,8/21/21,Oman,,Indeed,0
43413,0,8/21/21,Oman,,Indeed,0
43414,0,8/21/21,Oman,,Indeed,0
43415,"
                    Page 1 of 1 jobs",8/21/21,Oman,,Indeed,1
